 --------------------------------------------------
  #iter    #init      Sp(xstar)       ||g(xstar)||
 --------------------------------------------------
   494       19      5.944508E+01     5.033476E+01
   495       19      5.944508E+01     5.033476E+01
   496       19      5.944508E+01     5.033476E+01
   497       19      5.944508E+01     5.033476E+01
   498       19      5.944508E+01     5.033476E+01
   499       19      5.944508E+01     5.033476E+01
   500       19      5.944508E+01     5.033476E+01
   501       19      5.944508E+01     5.033476E+01
   502       19      5.944508E+01     5.033476E+01
   503       19      5.944508E+01     5.033476E+01
   504       19      5.944508E+01     5.033476E+01
   505       19      5.944508E+01     5.033476E+01
   506       19      5.944508E+01     5.033476E+01
   507       19      5.944508E+01     5.033476E+01
   508       19      5.944508E+01     5.033476E+01
   509       19      5.944508E+01     5.033476E+01
   510       19      5.944508E+01     5.033476E+01
   511       19      5.944508E+01     5.033476E+01
   512       19      5.944508E+01     5.033476E+01
   513       19      5.944508E+01     5.033476E+01
   514       19      5.944508E+01     5.033476E+01
   515       19      5.944508E+01     5.033476E+01
   516       19      5.944508E+01     5.033476E+01
   517       19      5.944508E+01     5.033476E+01
   518       19      5.944508E+01     5.033476E+01
   519       19      5.944508E+01     5.033476E+01
   520       19      5.944508E+01     5.033476E+01
   521       19      5.944508E+01     5.033476E+01
   522       19      5.944508E+01     5.033476E+01
   523       19      5.944508E+01     5.033476E+01
   524       19      5.944508E+01     5.033476E+01
   525       19      5.944508E+01     5.033476E+01
   526       19      5.944508E+01     5.033476E+01
   527       19      5.944508E+01     5.033476E+01
   528       19      5.944508E+01     5.033476E+01
   529       19      5.944508E+01     5.033476E+01
   530       19      5.944508E+01     5.033476E+01
   531       19      5.944508E+01     5.033476E+01
   532       19      5.944508E+01     5.033476E+01
   533       19      5.944508E+01     5.033476E+01
   534       19      5.944508E+01     5.033476E+01
   535       19      5.944508E+01     5.033476E+01
   536       19      5.944508E+01     5.033476E+01
   537       19      5.944508E+01     5.033476E+01
   538       19      5.944508E+01     5.033476E+01
   539       19      5.944508E+01     5.033476E+01
   540       19      5.944508E+01     5.033476E+01
   541       19      5.944508E+01     5.033476E+01
   542       19      5.944508E+01     5.033476E+01
   543       19      5.944508E+01     5.033476E+01
   544       19      5.944508E+01     5.033476E+01
   545       19      5.944508E+01     5.033476E+01
   546       19      5.944508E+01     5.033476E+01
   547       19      5.944508E+01     5.033476E+01
   548       19      5.944508E+01     5.033476E+01
   549       19      5.944508E+01     5.033476E+01
   550       19      5.944508E+01     5.033476E+01
   551       19      5.944508E+01     5.033476E+01
   552       19      5.944508E+01     5.033476E+01
   553       19      5.944508E+01     5.033476E+01
   554       19      5.944508E+01     5.033476E+01
   555       19      5.944508E+01     5.033476E+01
   556       19      5.944508E+01     5.033476E+01
   557       19      5.944508E+01     5.033476E+01
   558       19      5.944508E+01     5.033476E+01
   559       19      5.944508E+01     5.033476E+01
   560       19      5.944508E+01     5.033476E+01
   561       19      5.944508E+01     5.033476E+01
   562       19      5.944508E+01     5.033476E+01
   563       19      5.944508E+01     5.033476E+01
   564       19      5.944508E+01     5.033476E+01
   565       19      5.944508E+01     5.033476E+01
   566       19      5.944508E+01     5.033476E+01
   567       19      5.944508E+01     5.033476E+01
   568       19      5.944508E+01     5.033476E+01
   569       19      5.944508E+01     5.033476E+01
   570       19      5.944508E+01     5.033476E+01
   571       19      5.944508E+01     5.033476E+01
   572       19      5.944508E+01     5.033476E+01
   573       19      5.944508E+01     5.033476E+01
   574       19      5.944508E+01     5.033476E+01
   575       19      5.944508E+01     5.033476E+01
   576       19      5.944508E+01     5.033476E+01
   577       19      5.944508E+01     5.033476E+01
   578       19      5.944508E+01     5.033476E+01
   579       19      5.944508E+01     5.033476E+01
   580       19      5.944508E+01     5.033476E+01
   581       19      5.944508E+01     5.033476E+01
   582       19      5.944508E+01     5.033476E+01
   583       19      5.944508E+01     5.033476E+01
   584       19      5.944508E+01     5.033476E+01
   585       19      5.944508E+01     5.033476E+01
   586       19      5.944508E+01     5.033476E+01
   587       19      5.944508E+01     5.033476E+01
   588       19      5.944508E+01     5.033476E+01
   589       19      5.944508E+01     5.033476E+01
   590       19      5.944508E+01     5.033476E+01
   591       19      5.944508E+01     5.033476E+01
   592       19      5.944508E+01     5.033476E+01
   593       19      5.944508E+01     5.033476E+01
   594       19      5.944508E+01     5.033476E+01
   595       19      5.944508E+01     5.033476E+01
   596       19      5.944508E+01     5.033476E+01
   597       19      5.944508E+01     5.033476E+01
   598       19      5.944508E+01     5.033476E+01
   599       19      5.944508E+01     5.033476E+01
   600       19      5.944508E+01     5.033476E+01
   601       19      5.944508E+01     5.033476E+01
   602       19      5.944508E+01     5.033476E+01
   603       19      5.944508E+01     5.033476E+01
   604       19      5.944508E+01     5.033476E+01
   605       19      5.944508E+01     5.033476E+01
   606       19      5.944508E+01     5.033476E+01
   607       19      5.944508E+01     5.033476E+01
   608       19      5.944508E+01     5.033476E+01
   609       19      5.944508E+01     5.033476E+01
   610       19      5.944508E+01     5.033476E+01
   611       19      5.944508E+01     5.033476E+01
   612       19      5.944508E+01     5.033476E+01
   613       19      5.944508E+01     5.033476E+01
   614       19      5.944508E+01     5.033476E+01
   615       19      5.944508E+01     5.033476E+01
   616       19      5.944508E+01     5.033476E+01
   617       19      5.944508E+01     5.033476E+01
   618       19      5.944508E+01     5.033476E+01
   619       19      5.944508E+01     5.033476E+01
   620       19      5.944508E+01     5.033476E+01
   621       19      5.944508E+01     5.033476E+01
   622       19      5.944508E+01     5.033476E+01
   623       19      5.944508E+01     5.033476E+01
   624       19      5.944508E+01     5.033476E+01
   625       19      5.944508E+01     5.033476E+01
   626       19      5.944508E+01     5.033476E+01
   627       19      5.944508E+01     5.033476E+01
   628       19      5.944508E+01     5.033476E+01
   629       19      5.944508E+01     5.033476E+01
   630       19      5.944508E+01     5.033476E+01
   631       19      5.944508E+01     5.033476E+01
   632       19      5.944508E+01     5.033476E+01
   633       19      5.944508E+01     5.033476E+01
   634       19      5.944508E+01     5.033476E+01
   635       19      5.944508E+01     5.033476E+01
   636       19      5.944508E+01     5.033476E+01
   637       19      5.944508E+01     5.033476E+01
   638       19      5.944508E+01     5.033476E+01
   639       19      5.944508E+01     5.033476E+01
   640       19      5.944508E+01     5.033476E+01
   641       19      5.944508E+01     5.033476E+01
   642       19      5.944508E+01     5.033476E+01
   643       19      5.944508E+01     5.033476E+01
   644       19      5.944508E+01     5.033476E+01
   645       19      5.944508E+01     5.033476E+01
   646       19      5.944508E+01     5.033476E+01
   647       19      5.944508E+01     5.033476E+01
   648       19      5.944508E+01     5.033476E+01
   649       19      5.944508E+01     5.033476E+01
   650       19      5.944508E+01     5.033476E+01
   651       19      5.944508E+01     5.033476E+01
   652       19      5.944508E+01     5.033476E+01
   653       19      5.944508E+01     5.033476E+01
   654       19      5.944508E+01     5.033476E+01
   655       19      5.944508E+01     5.033476E+01
